,Site_Id,Unit_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp-Celsius,Air Temp (?F),Time (24:00),Field_Tech,DateVerified,WhoVerified,AirTemp (C),Year
1895,Bay,,10/22/2013,0.0,7.9,7.0,0.7,0.8,16.0,,58.0,0:00,S. Poe,,,14.44444444,2013
1896,Bay,,11/12/2013,0.0,9.8,7.5,0.4,0.6,11.0,,54.0,0:00,S. Poe,,,12.22222222,2013
1897,Bay,,11/19/2013,0.0,7.1,7.0,0.3,0.5,12.0,,52.0,0:00,S. Poe,,,11.11111111,2013
1898,Bay,,12/4/2013,0.0,7.0,7.5,0.2,0.5,11.0,,50.0,0:00,S. Poe,,,10.0,2013
1899,Bay,,12/11/2013,0.0,8.35,7.0,0.2,0.5,8.0,,38.0,0:00,S. Poe,,,3.333333333,2013
1900,A,,1/3/2014,0.0,,6.5,0.6,0.9,6.0,,26.0,11:25,S. Poe,3/27/2014,Karen Beatty,-3.333333333,2014
1901,B,,1/3/2014,0.0,,6.0,0.3,0.3,5.0,,26.0,11:35,S. Poe,3/27/2014,Karen Beatty,-3.333333333,2014
1902,D,,1/3/2014,0.0,7.9,6.5,1.1,1.2,5.0,,26.0,10:45,S. Poe,3/27/2014,Karen Beatty,-3.333333333,2014
1903,Bay,,1/3/2014,0.0,7.3,7.0,0.1,0.4,5.0,,26.0,10:15,S. Poe,3/27/2014,Karen Beatty,-3.333333333,2014
1904,A,,1/14/2014,0.0,6.8,6.5,0.5,0.5,11.0,,53.0,10:20,S. Poe,3/27/2014,Karen Beatty,11.66666667,2014
1905,B,,1/14/2014,0.0,6.2,6.5,0.4,0.4,,,53.0,10:45,S. Poe,3/27/2014,Karen Beatty,11.66666667,2014
1906,D,,1/14/2014,0.0,,6.5,1.0,1.4,11.0,,53.0,11:10,S. Poe,3/27/2014,Karen Beatty,11.66666667,2014
1907,Bay,,1/14/2014,0.0,8.7,7.0,0.4,0.6,11.0,,53.0,09:45,S. Poe,3/27/2014,Karen Beatty,11.66666667,2014
1908,A,,2/11/2014,0.0,,6.5,0.5,0.9,1.0,,29.0,10:40,S. Poe,3/27/2014,Karen Beatty,-1.6666666669999999,2014
1909,B,,2/11/2014,0.0,,7.0,0.3,0.3,4.0,,29.0,10:10,S. Poe,3/27/2014,Karen Beatty,-1.6666666669999999,2014
1910,D,,2/11/2014,0.0,10.0,6.5,0.8,1.4,2.0,,29.0,,S. Poe,3/27/2014,Karen Beatty,-1.6666666669999999,2014
1911,Bay,,2/11/2014,0.0,8.8,7.0,0.2,0.2,3.0,,29.0,09:30,S. Poe,3/27/2014,Karen Beatty,-1.6666666669999999,2014
1912,A,,2/25/2014,0.0,6.0,6.5,0.3,0.5,9.0,,41.0,10:30,S. Poe,3/27/2014,Karen Beatty,5.0,2014
1913,B,,2/25/2014,0.0,8.1,7.0,0.3,0.3,8.0,,41.0,11:00,S. Poe,3/27/2014,Karen Beatty,5.0,2014
1914,D,,2/25/2014,0.0,,6.5,0.7,1.2,9.0,,41.0,11:20,S. Poe,3/27/2014,Karen Beatty,5.0,2014
1915,Bay,,2/25/2014,0.0,6.9,7.0,0.3,0.5,9.0,,41.0,09:30,S. Poe,3/27/2014,Karen Beatty,5.0,2014
1916,Bay,,3/12/2014,0.0,8.2,7.5,0.2,0.5,14.0,,57.0,09:45,S. Poe,3/27/2014,Karen Beatty,13.88888889,2014
1917,D,,3/12/2014,0.0,8.2,6.0,1.2,1.4,14.0,,54.0,10:45,S. Poe,3/27/2014,Karen Beatty,12.22222222,2014
1918,B,,3/12/2014,0.0,,7.0,0.3,0.3,14.5,,54.0,10:40,S. Poe,3/27/2014,Karen Beatty,12.22222222,2014
1919,A,,3/12/2014,0.0,,6.5,0.5,0.7,13.0,,54.0,10:50,S. Poe,3/27/2014,Karen Beatty,12.22222222,2014
1920,Bay,,3/27/2014,0.0,10.0,7.0,0.2,0.3,4.0,,40.0,09:45,S. Poe,3/27/2014,Karen Beatty,4.444444444,2014
1921,A,,3/27/2014,0.0,,7.0,0.1,0.5,7.0,,40.0,10:55,S. Poe,3/27/2014,Karen Beatty,4.444444444,2014
1922,B,,3/27/2014,0.0,,7.0,0.4,0.4,5.0,,40.0,10:25,S. Poe,3/27/2014,Karen Beatty,4.444444444,2014
1923,D,,3/27/2014,0.0,,6.5,1.5,1.6,6.0,,40.0,10:15,S. Poe,3/27/2014,Karen Beatty,4.444444444,2014
1924,A,,4/10/2014,0.0,,6.5,0.0,0.4,17.0,,54.0,10:45,S. Poe,4/14/2014,Karen Beatty,12.22222222,2014
1925,B,,4/10/2014,0.0,,7.0,0.3,0.3,15.0,,54.0,10:35,S. Poe,4/14/2014,Karen Beatty,12.22222222,2014
1926,D,,4/10/2014,0.0,8.2,6.5,0.9,1.6,16.0,,53.0,10:15,S. Poe,4/14/2014,Karen Beatty,11.66666667,2014
1927,Bay,,4/10/2014,0.0,9.0,7.5,0.4,0.7,,,52.0,09:45,S. Poe,4/14/2014,Karen Beatty,11.11111111,2014
1928,Bay,,5/7/2014,0.0,6.8,7.0,0.5,0.9,18.0,,60.0,09:45,Sue Poe,5/16/2014,K Beatty,15.55555556,2014
1929,A,,5/7/2014,0.0,,6.5,0.0,0.9,19.0,,60.0,10:50,S. Poe,5/16/2014,K. Beatty,15.55555556,2014
1930,B,,5/7/2014,0.0,,7.0,0.1,0.2,18.0,,60.0,10:37,S. Poe,5/16/2014,K. Beatty,15.55555556,2014
1931,D,,5/7/2014,0.0,6.6,6.5,0.5,1.5,19.0,,60.0,10:15,S. Poe,5/16/2014,K. Beatty,15.55555556,2014
1932,Bay,,5/20/2014,0.0,7.3,7.5,0.4,0.5,18.0,,67.0,09:50,S. Poe,5/21/2014,K Beatty,19.44444444,2014
1933,A,,5/20/2014,0.0,3.0,6.5,0.2,0.3,21.0,,67.0,10:25,S. Poe,5/21/2014,K Beatty,19.44444444,2014
1934,B,,5/20/2014,0.0,3.86,7.5,0.5,0.5,20.0,,68.0,10:50,S. Poe,5/21/2014,K Beatty,20.0,2014
1935,D,,5/20/2014,0.0,,6.5,0.5,1.4,21.0,,68.0,,S. Poe,5/21/2014,K Beatty,20.0,2014
1936,Bay,01CSV,6/10/2014,0.0,5.4,7.0,0.4,0.8,15.0,22.0,72.0,9:45,Sue Poe,6/16/2014,Trenton Miller,22.22222222,2014
1937,A,01CSV,6/10/2014,0.0,0.0,7.0,0.5,0.7,27.0,23.0,74.0,11:00,Sue Poe,6/23/2014,Trenton Miller,23.33333333,2014
1938,B,01CSV,6/10/2014,0.0,0.0,8.0,0.3,0.3,27.0,74.0,23.0,10:50,Sue Poe,6/23/2014,Trenton Miller,-5.0,2014
1939,C,01CSV,6/10/2014,0.0,4.3,7.0,0.8,1.3,27.0,74.0,23.0,10:35,Sue Poe,6/23/2014,Trenton Miller,-5.0,2014
1940,A,,6/24/2014,0.0,4.0,7.0,0.6,0.6,25.0,,78.0,10:30,Sue Poe,7/10/2014,Rebecca Walawender,25.55555556,2014
1941,B,,6/24/2014,0.0,6.0,7.0,0.1,0.1,27.0,,78.0,10:50,Sue Poe,7/10/2014,Rebecca Walawender,25.55555556,2014
1942,D,,6/24/2014,0.0,,7.0,0.7,1.2,28.0,,78.0,11:15,Sue Poe,7/10/2014,Rebecca Walawender,25.55555556,2014
1943,Bay,,6/24/2014,0.0,4.2,8.0,0.4,0.6,24.0,,78.0,9:45,Sue Poe,7/10/2014,Rebecca Walawender,25.55555556,2014
1944,A,,7/8/2014,0.0,,7.5,0.6,0.8,29.0,,83.0,10:50,Sue Poe,7/10/2014,Rebecca Walawender,28.33333333,2014
1945,B,,7/8/2014,0.0,,7.5,0.1,0.1,28.0,,83.0,10:35,Sue Poe,7/10/2014,Rebecca Walawender,28.33333333,2014
1946,D,,7/8/2014,0.0,5.8,6.5,1.0,1.3,28.0,,83.0,10:15,Sue Poe,7/10/2014,Rebecca Walawender,28.33333333,2014
1947,Bay,,7/8/2014,0.0,4.2,7.5,0.5,0.8,25.0,,83.0,9:45,Sue Poe,7/10/2014,Rebecca Walawender,28.33333333,2014
1948,Bay,,7/22/2014,0.0,3.7,7.5,0.4,0.6,26.0,,80.0,9:35,Sue Poe,7/24/2014,Rebecca Walawender,26.66666667,2014
1949,A,,7/22/2014,0.0,,6.5,0.5,0.8,27.0,,80.0,10:40,Sue Poe,7/24/2014,Rebecca Walawender,26.66666667,2014
1950,B,,7/22/2014,0.0,,7.5,0.1,0.1,28.0,,80.0,10:30,Sue Poe,7/24/2014,Rebecca Walawender,26.66666667,2014
1951,D,,7/22/2014,0.0,5.3,7.0,0.8,1.3,27.0,,80.0,10:05,Sue Poe,7/24/2014,Rebecca Walawender,26.66666667,2014
1952,Bay,,8/12/2014,0.0,3.9,8.0,4.5,7.5,25.0,,79.0,9:40,Sue Poe,8/13/2014,Rebecca Walawender,26.11111111,2014
1953,D,,8/12/2014,0.0,,7.0,0.8,1.6,26.0,,80.0,11:07,Sue Poe,8/13/2014,Rebecca Walawender,26.66666667,2014
1954,A,,8/12/2014,0.0,3.0,8.0,0.1,0.1,26.0,,80.0,10:45,Sue Poe,8/13/2014,Rebecca Walawender,26.66666667,2014
1955,B,,8/12/2014,0.0,2.4,6.5,0.5,0.8,26.0,,80.0,10:25,Sue Poe,8/13/2014,Rebecca Walawender,26.66666667,2014
1956,A,,8/28/2014,0.0,,7.0,0.7,0.7,27.0,,79.0,10:37,Sue Poe,9/11/2014,Rebecca Walawender,26.11111111,2014
1957,D,,8/28/2014,0.0,5.3,6.5,1.0,1.5,25.0,,78.0,10:15,Sue Poe,9/11/2014,Rebecca Walawender,25.55555556,2014
1958,Bay,,8/28/2014,0.0,3.9,8.5,0.35,0.45,24.0,,78.0,9:45,Sue Poe,9/11/2014,Rebecca Walawender,25.55555556,2014
1959,A,,9/10/2014,0.0,4.6,6.5,0.4,0.4,24.0,,75.0,10:45,Sue Poe,9/11/2014,Rebecca Walawender,23.88888889,2014
1960,B,,9/10/2014,0.0,3.7,6.5,0.2,0.2,25.0,,75.0,10:30,Sue Poe,9/11/2014,Rebecca Walawender,23.88888889,2014
1961,D,,9/10/2014,0.0,,6.5,1.3,1.3,24.0,,75.0,10:15,Sue Poe,9/11/2014,Rebecca Walawender,23.88888889,2014
1962,Bay,,9/10/2014,0.0,2.7,7.5,0.5,0.8,24.0,,75.0,9:35,Sue Poe,9/11/2014,Rebecca Walawender,23.88888889,2014
1963,Bay,,9/23/2014,0.0,7.0,8.0,0.4,0.6,20.0,,63.0,9:40,Sue Poe,9/25/2014,Rebecca Walawender,17.22222222,2014
1964,A,,9/23/2014,0.0,,6.0,0.3,0.6,22.0,,63.0,10:40,Sue Poe,9/25/2014,Rebecca Walawender,17.22222222,2014
1965,B,,9/23/2014,0.0,,7.0,0.01,0.01,18.0,,63.0,10:30,Sue Poe,9/25/2014,Rebecca Walawender,17.22222222,2014
1966,D,,9/23/2014,0.0,6.3,,1.0,1.3,20.0,,63.0,10:10,Sue Poe,9/25/2014,Rebecca Walawender,17.22222222,2014
1967,A,,10/7/2014,0.0,6.4,7.0,0.3,0.3,20.0,,67.0,11:00,S. Poe,10/14/2014,Rebecca Walawender,19.44444444,2014
1968,B,,10/7/2014,0.0,5.9,7.0,0.1,0.1,17.0,,67.0,10:15,S. Poe,10/14/2014,Rebecca Walawender,19.44444444,2014
1969,D,,10/7/2014,0.0,,6.0,1.45,1.45,20.0,,67.0,11:20,S. Poe,10/14/2014,Rebecca Walawender,19.44444444,2014
1970,Bay,,10/7/2014,0.0,6.0,7.5,0.65,0.9,,,65.0,9:45,S. Poe,10/14/2014,Rebecca Walawender,18.33333333,2014
1971,A,,10/21/2014,0.0,,6.5,0.3,0.6,18.0,,68.0,10:45,Sue Poe,10/21/2014,Rebecca Walawender,20.0,2014
1972,B,,10/21/2014,0.0,,7.5,0.1,0.1,,,68.0,10:35,Sue Poe,10/21/2014,Rebecca Walawender,20.0,2014
1973,D,,10/21/2014,0.0,7.6,6.0,1.3,1.3,18.0,,68.0,10:15,Sue Poe,10/21/2014,Rebecca Walawender,20.0,2014
1974,Bay,,10/21/2014,0.0,6.5,7.5,0.4,0.7,16.5,,68.0,9:45,Sue Poe,10/21/2014,Rebecca Walawender,20.0,2014
1975,Bay,,11/13/2014,0.0,7.0,7.0,0.3,0.4,13.0,,51.0,9:45,Sue Poe,11/18/2014,Rebecca Walawender,10.55555556,2014
1976,A,,11/13/2014,0.0,7.2,6.5,0.3,0.3,14.0,,51.0,10:45,Sue Poe,11/18/2014,Rebecca Walawender,10.55555556,2014
1977,B,,11/13/2014,0.0,6.2,7.5,0.15,0.15,13.0,,51.0,11:15,Sue Poe,11/18/2014,Rebecca Walawender,10.55555556,2014
1978,D,,11/13/2014,0.0,,6.5,0.12,0.12,14.0,,51.0,11:45,Sue Poe,11/18/2014,Rebecca Walawender,10.55555556,2014
1979,Bay,,12/2/2014,0.0,9.8,7.0,0.4,0.6,11.0,,48.0,9:30,Sue Poe,12/4/2014,Rebecca Walawender,8.888888889,2014
1980,A,,12/2/2014,0.0,,7.0,0.6,0.9,10.0,,48.0,10:50,Sue Poe,12/4/2014,Rebecca Walawender,8.888888889,2014
1981,B,,12/2/2014,0.0,,6.5,0.3,0.3,10.0,,48.0,10:35,Sue Poe,12/2/2014,Rebecca Walawender,8.888888889,2014
1982,D,,12/2/2014,0.0,9.7,6.0,1.2,1.2,10.0,,48.0,10:05,Sue Poe,12/4/2014,Rebecca Walawender,8.888888889,2014
1983,Bay,,12/19/2014,0.0,7.6,9.0,0.5,0.5,11.0,,42.0,9:45,Sue Poe,1/13/2015,Rebecca Walawender,5.555555556,2014
1984,A,,12/19/2014,0.0,7.3,7.0,0.6,1.0,7.0,,42.0,11:00,Sue Poe,1/13/2015,Rebecca Walawender,5.555555556,2014
1985,B,,12/19/2014,0.0,6.3,6.5,0.15,0.15,7.0,,42.0,10:00,Sue Poe,1/13/2015,Rebecca Walawender,5.555555556,2014
1986,D,,12/19/2014,0.0,,7.0,1.1,1.1,7.0,,42.0,10:25,Sue Poe,1/13/2015,Rebecca Walawender,5.555555556,2014
1987,Bay,,1/6/2015,0.0,8.9,7.0,0.4,0.6,9.0,,38.0,9:45,Sue Poe,1/13/2015,Rebecca Walawender,3.333333333,2015
1988,A,,1/6/2015,0.0,,6.5,0.7,0.7,9.0,,38.0,11:10,Sue Poe,1/13/2015,Rebecca Walawender,3.333333333,2015
1989,B,,1/6/2015,0.0,,7.0,0.3,0.3,8.0,,38.0,11:00,Sue Poe,1/13/2015,Rebecca Walawender,3.333333333,2015
1990,D,,1/6/2015,0.0,9.0,6.5,1.3,1.5,9.0,,38.0,10:30,Sue Poe,1/13/2015,Rebecca Walawender,3.333333333,2015
1991,Bay,,1/20/2015,0.0,8.3,7.0,0.2,0.6,7.0,,44.0,9:45,Sue Poe,2/10/2015,Karen Callaway,6.666666667,2015
1992,A,,1/20/2015,0.0,,6.5,0.5,1.0,8.0,,44.0,10:50,Sue Poe,2/10/2015,Karen Callaway,6.666666667,2015
1993,B,,1/20/2015,0.0,,7.0,0.2,0.2,7.0,,44.0,10:40,Sue Poe,2/10/2015,Karen Callaway,6.666666667,2015
1994,D,,1/20/2015,0.0,9.0,6.5,1.0,1.4,8.0,,45.0,10:10,Sue Poe,2/10/2015,Karen Callaway,7.222222222,2015
1995,Bay,,2/3/2015,0.0,10.0,,0.4,0.6,,,31.0,9:20,Sue Poe,2/10/2015,Karen Callaway,-0.5555555560000001,2015
1996,A,,2/3/2015,0.0,9.7,6.5,0.4,0.5,3.0,,32.0,10:30,Sue Poe,2/10/2015,Karen Callaway,0.0,2015
1997,B,,2/3/2015,0.0,7.6,6.5,0.3,0.3,3.0,,35.0,10:57,Sue Poe,2/10/2015,Karen Callaway,1.6666666669999999,2015
1998,D,,2/3/2015,0.0,,6.5,1.2,1.5,4.0,,35.0,11:30,Sue Poe,2/10/2015,Karen Callaway,1.6666666669999999,2015
1999,A,,2/24/2015,0.0,,6.5,0.4,0.5,1.0,,25.0,11:00,Sue Poe,2/24/2015,Karen Callaway,-3.888888889,2015
2000,B,,2/24/2015,,,,,,,,25.0,10:55,Sue Poe,2/24/2015,Karen Callaway,-3.888888889,2015
2001,D,,2/24/2015,0.0,10.0,6.5,0.1,0.15,0.0,,25.0,10:20,Sue Poe,2/24/2015,Karen Callaway,-3.888888889,2015
2002,Bay,,2/24/2015,0.0,9.2,7.0,0.2,0.2,3.0,,25.0,09:45,Sue Poe,2/24/2015,Karen Callaway,-3.888888889,2015
2003,Bay,01csv,4/21/2015,0.0,7.1,7.0,0.3,0.9,20.0,,65.0,9:20,Sue Poe,5/8/2015,Amy Keiler,18.33333333,2015
2004,B,01csv,4/21/2015,0.0,5.3,7.5,,,20.0,,65.0,10:15,Sue Poe,5/8/2015,Amy Keiler,18.33333333,2015
2005,A,01csv,4/21/2015,0.0,4.0,6.5,0.3,0.4,19.0,,65.0,10:45,Sue Poe,5/8/2015,Amy Keiler,18.33333333,2015
2006,Bay,01csv,4/7/2015,0.0,8.2,7.0,0.2,0.6,15.0,,64.0,9:45,Sue Poe,5/8/2015,Amy Keiler,17.77777778,2015
2007,D,01csv,4/7/2015,0.0,7.4,6.5,0.9,1.3,16.0,,64.0,10:10,Sue Poe,5/8/2015,Amy Keiler,17.77777778,2015
2008,B,01csv,4/7/2015,0.0,,7.0,0.3,0.3,17.0,,65.0,10:40,Sue Poe,5/8/2015,Amy Keiler,18.33333333,2015
2009,A,01csv,4/7/2015,0.0,,7.0,0.3,0.5,18.0,,65.0,10:50,Sue Poe,5/8/2015,Amy Keiler,18.33333333,2015
2010,Bay,01csv,3/24/2015,0.0,,6.5,0.9,1.2,10.0,,41.0,11:40,Sue Poe,5/8/2015,Amy Keiler,5.0,2015
2011,Bay,01csv,3/24/2015,0.0,10.0,7.0,0.3,0.3,9.0,,40.0,9:50,Sue Poe,5/8/2015,Amy Keiler,4.444444444,2015
2012,B,01csv,3/24/2015,0.0,10.0,7.0,0.4,0.5,9.0,,41.0,11:15,Sue Poe,5/8/2015,Amy Keiler,5.0,2015
2013,A,01csv,3/24/2015,0.0,7.8,7.0,0.3,0.3,10.0,,41.0,10:40,Sue Poe,5/8/2015,Amy Keiler,5.0,2015
2014,D,01csv,4/21/2015,0.0,,6.5,1.0,1.5,19.0,,65.0,11:15,Sue Poe,5/8/2015,Amy Keiler,18.33333333,2015
2015,Bay,01csv,5/7/2015,0.0,6.3,7.5,0.3,0.6,20.0,,65.0,9:45,Sue Poe,5/8/2015,Amy Keiler,18.33333333,2015
2016,D,01csv,5/7/2015,0.0,7.7,7.0,1.1,1.3,20.0,,65.0,10:15,Sue Poe,5/8/2015,Amy Keiler,18.33333333,2015
2017,B,01csv,5/7/2015,0.0,,8.0,0.1,0.1,21.0,,66.0,10:35,Sue Poe,5/8/2015,Amy Keiler,18.88888889,2015
2018,A,01csv,5/7/2015,0.0,,7.5,0.15,0.15,21.0,,66.0,10:45,Sue Poe,5/8/2015,Amy Keiler,18.88888889,2015
2019,Bay,01csv,6/1/2015,0.0,4.3,7.5,0.4,0.9,25.0,,74.0,9:30,sue Poe,6/3/2015,amy keiler,23.33333333,2015
2020,D,01csv,6/1/2015,0.0,5.8,7.0,0.2,0.9,27.0,,75.0,9:55,Sue Poe,6/3/2015,Amy Keiler,23.88888889,2015
2021,B,01csv,6/1/2015,0.0,,7.5,0.1,0.1,28.0,,75.0,10:30,Sue Poe,6/3/2015,Amy Keiler,23.88888889,2015
2022,A,01csv,6/3/2015,0.0,,7.0,0.1,0.1,29.0,,76.0,10:40,Sue Poe,6/3/2015,Amy Keiler,24.44444444,2015
2023,Bay,01csv,6/11/2015,0.0,5.0,8.5,0.4,0.8,26.0,,78.0,9:45,Sue Poe,6/12/2015,Amy Keiler,25.55555556,2015
2024,B,01csv,6/11/2015,0.0,4.0,8.0,0.5,0.5,27.0,,83.0,10:18,Sue Poe,6/12/2015,Amy Keiler,28.33333333,2015
2025,A,01csv,6/11/2015,0.0,5.1,8.0,0.5,0.6,28.0,,84.0,10:50,Sue Poe,6/12/2015,Amy Keiler,28.88888889,2015
2026,D,01csv,6/11/2015,0.0,,7.0,0.8,1.1,29.0,,84.0,11:25,Sue Poe,6/12/2015,Amy Keiler,28.88888889,2015
2027,d,01csv,7/23/2015,0.0,,7.0,0.8,1.2,30.5,,82.0,10:55,Sue Poe,,,27.77777778,2015
2028,B,01csv,7/23/2015,0.0,7.0,7.5,0.3,0.3,31.0,,82.0,10:35,Sue Poe,,,27.77777778,2015
2029,A,01csv,7/23/2015,0.0,6.0,7.5,0.4,0.4,30.0,,82.0,10:10,Sue Poe,,,27.77777778,2015
2030,Bay,01csv,7/23/2015,0.0,7.0,9.0,0.5,0.8,27.0,,81.0,9:35,Sue Poe,,,27.22222222,2015
2031,Bay,,9/22/2015,0.0,4.5,8.0,0.3,0.3,23.0,,73.0,09:30,Susan Poe,1/4/2016,Kayla Braasch,22.77777778,2015
2032,Bay,,9/9/2015,0.0,2.9,9.0,0.05,0.05,26.0,,81.0,09:38,Susan Poe,1/4/2016,Kayla Braasch,27.22222222,2015
2033,Bay,,10/7/2015,0.0,5.5,7.0,0.3,0.5,18.0,,65.0,09:45,Susan Poe,1/4/2016,Kayla Braasch,18.33333333,2015
2034,A,,10/7/2015,0.0,,6.0,0.5,0.7,20.0,,67.0,11:10,Susan Poe,1/4/2016,Kayla Braasch,19.44444444,2015
2035,B,,10/7/2015,0.0,,7.0,0.2,0.2,19.0,,67.0,10:55,Susan Poe,1/4/2016,Kayla Braasch,19.44444444,2015
2036,D,,10/7/2015,0.0,6.2,6.0,0.9,1.2,,,66.0,10:30,Susan Poe,1/4/2016,Kayla Braasch,18.88888889,2015
2037,A,,10/13/2015,0.0,6.7,7.0,0.4,0.4,15.0,,52.0,10:35,Susan Poe,1/4/2016,Kayla Braasch,11.11111111,2015
2038,B,,10/13/2015,0.0,6.0,7.0,0.05,0.05,12.0,,50.0,10:10,Susan Poe,1/4/2016,Kayla Braasch,10.0,2015
2039,D,,10/13/2015,0.0,,6.5,1.0,1.3,14.0,,50.0,10:00,Susan Poe,1/4/2016,Kayla Braasch,10.0,2015
2040,Bay,,10/13/2015,0.0,4.9,7.0,0.4,0.6,12.0,,50.0,09:30,Susan Poe,1/4/2016,Kayla Braasch,10.0,2015
2041,A,,11/3/2015,0.0,,7.0,0.4,0.4,18.0,,66.0,10:45,Susan Poe,1/4/2016,Kayla Braasch,18.88888889,2015
2042,B,,11/3/2015,0.0,,7.0,0.1,0.1,19.0,,66.0,10:35,Susan Poe,1/4/2016,Kayla Braasch,18.88888889,2015
2043,D,,11/3/2015,0.0,6.6,6.5,1.2,1.3,18.0,,65.0,10:15,Susan Poe,1/4/2016,Kayla Braasch,18.33333333,2015
2044,Bay,,11/3/2015,0.0,6.6,7.0,0.4,0.6,28.0,,65.0,09:45,Susan Poe,1/4/2016,Kayla Braasch,18.33333333,2015
2045,Bay,,11/17/2015,0.0,5.5,7.5,0.25,0.8,13.0,,55.0,09:35,Susan Poe,1/4/2016,Kayla Braasch,12.77777778,2015
2046,A,,11/17/2015,0.0,6.5,6.5,0.5,0.5,15.0,,56.0,11:00,Susan Poe,1/4/2016,Kayla Braasch,13.33333333,2015
2047,B,,11/17/2015,0.0,8.0,7.0,0.1,0.1,14.0,,55.0,10:35,Susan Poe,1/4/2016,Kayla Braasch,12.77777778,2015
2048,D,,11/17/2015,0.0,,6.5,0.9,1.5,14.0,,57.0,11:25,Susan Poe,1/4/2016,Kayla Braasch,13.88888889,2015
2050,A,,12/1/2015,0.0,,7.0,0.5,0.5,15.0,,52.0,10:45,Susan Poe,1/4/2016,Kayla Braasch,11.11111111,2015
2051,B,,12/1/2015,0.0,,6.5,0.1,0.1,14.0,,52.0,10:38,Susan Poe,1/4/2016,Kayla Braasch,11.11111111,2015
2052,D,,12/1/2015,0.0,7.1,6.5,0.8,1.6,,,52.0,10:10,Susan Poe,1/4/2016,Kayla Braasch,11.11111111,2015
2053,A,,12/15/2015,0.0,,7.0,0.6,0.6,15.0,,63.0,10:50,Susan Poe,1/4/2016,Kayla Braasch,17.22222222,2015
2054,B,,12/15/2015,0.0,,6.5,0.3,0.3,17.0,,63.0,10:40,Susan Poe,1/4/2016,Kayla Braasch,17.22222222,2015
2055,D,,12/15/2015,0.0,6.6,6.0,0.7,1.8,16.0,,63.0,10:00,Susan Poe,1/4/2016,Kayla Braasch,17.22222222,2015
2056,Bay,,12/15/2015,0.0,7.9,7.0,0.5,0.8,17.0,,63.0,09:20,Susan Poe,1/4/2016,Kayla Braasch,17.22222222,2015
2057,Bay,,12/1/2015,0.0,,7.0,0.3,0.5,14.0,,52.0,09:20,Susan Poe,1/4/2016,Kayla Braasch,11.11111111,2015
2058,A,,12/30/2015,0.0,,6.0,0.7,1.3,17.0,,60.0,12:40,Susan Poe,1/11/2016,Kayla Braasch,15.55555556,2015
2059,B,,12/30/2015,0.0,,6.0,0.3,0.3,17.0,,60.0,12:30,Susan Poe,1/11/2016,Kayla Braasch,15.55555556,2015
2060,D,,12/30/2015,0.0,6.2,6.0,0.7,1.4,19.0,,59.0,12:00,Susan Poe,1/11/2016,Kayla Braasch,15.0,2015
2061,Bay,,12/30/2015,0.0,8.7,7.0,0.7,0.9,18.0,,59.0,11:20,Susan Poe,1/11/2016,Kayla Braasch,15.0,2015
2062,A,,1/13/2016,0.0,6.5,6.5,0.5,0.8,7.0,,39.0,10:15,Susan Poe,1/15/2016,Kayla Braasch,3.888888889,2016
2063,Bay,,1/13/2016,0.0,9.1,7.0,0.5,0.9,5.0,,39.0,9:45,Susan Poe,1/15/2016,Kayla Braasch,3.888888889,2016
2064,D,,1/13/2016,0.0,,6.5,0.7,1.9,6.0,,40.0,11:30,Susan Poe,1/15/2016,Kayla Braasch,4.444444444,2016
2065,B,,1/13/2016,0.0,6.6,6.5,0.3,0.3,5.0,,40.0,11:00,Susan Poe,1/15/2016,Kayla Braasch,4.444444444,2016
2066,A,,2/11/2016,0.0,,6.0,0.4,1.0,5.0,,27.0,10:50,Susan Poe,2/29/2016,Kayla Braasch,-2.777777778,2016
2067,B,,2/11/2016,0.0,,6.0,0.6,0.6,2.0,,27.0,10:35,Susan Poe,2/29/2016,Kayla Braasch,-2.777777778,2016
2068,D,,2/11/2016,0.0,10.0,5.5,0.6,1.3,3.0,,27.0,10:00,Susan Poe,2/29/2016,Kayla Braasch,-2.777777778,2016
2069,Bay,,2/11/2016,0.0,9.5,7.0,0.1,0.2,5.0,,27.0,9:15,Susan Poe,2/29/2016,Kayla Braasch,-2.777777778,2016
2070,Bay,,2/23/2016,0.0,9.0,7.0,0.4,0.6,11.0,,48.0,9:30,Susan Poe,2/29/2016,Kayla Braasch,8.888888889,2016
2071,B,,2/23/2016,0.0,8.0,,0.4,0.4,11.0,,48.0,10:15,Susan Poe,2/29/2016,Kayla Braasch,8.888888889,2016
2072,A,,2/23/2016,0.0,7.5,6.5,0.5,1.0,11.0,,48.0,10:45,Susan Poe,2/29/2016,Kayla Braasch,8.888888889,2016
2073,D,,2/23/2016,0.0,,6.5,0.8,1.8,10.0,,48.0,11:15,Susan Poe,2/29/2016,Kayla Braasch,8.888888889,2016
2074,Bay,,3/8/2016,0.0,9.5,7.0,0.3,0.7,11.0,,60.0,9:35,Susan Poe,3/28/2016,Kayla Braasch,15.55555556,2016
2075,D,,3/8/2016,0.0,9.5,6.5,0.9,1.8,12.0,,60.0,10:10,Susan Poe,3/28/2016,Kayla Braasch,15.55555556,2016
2076,B,,3/8/2016,0.0,,7.0,0.7,0.7,12.0,,62.0,10:45,Susan Poe,3/28/2016,Kayla Braasch,16.66666667,2016
